LOCATION	INDICATOR	SUBJECT	MEASURE	FREQUENCY	TIME	UN_RATE	Flag Codes
USA	HUR	TOT	PC_LF	M	2020-05	13.2	
USA	HUR	TOT	PC_LF	M	2020-06	11	
USA	HUR	TOT	PC_LF	M	2020-07	10.2	
USA	HUR	TOT	PC_LF	M	2020-08	8.4	
USA	HUR	TOT	PC_LF	M	2020-09	7.9	
USA	HUR	TOT	PC_LF	M	2020-10	6.9	
USA	HUR	TOT	PC_LF	M	2020-11	6.7	
USA	HUR	TOT	PC_LF	M	2020-12	6.7	
USA	HUR	TOT	PC_LF	M	2021-01	6.4	
USA	HUR	TOT	PC_LF	M	2021-02	6.2	
USA	HUR	TOT	PC_LF	M	2021-03	6	
USA	HUR	TOT	PC_LF	M	2021-04	6	
USA	HUR	TOT	PC_LF	M	2021-05	5.8	
USA	HUR	TOT	PC_LF	M	2021-06	5.9	
USA	HUR	TOT	PC_LF	M	2021-07	5.4	
USA	HUR	TOT	PC_LF	M	2021-08	5.2	
USA	HUR	TOT	PC_LF	M	2021-09	4.7	
USA	HUR	TOT	PC_LF	M	2021-10	4.6	
USA	HUR	TOT	PC_LF	M	2021-11	4.2	
USA	HUR	TOT	PC_LF	M	2021-12	3.9	
CHL	HUR	TOT	PC_LF	M	2019-12	7.858914	
CHL	HUR	TOT	PC_LF	M	2020-01	8.097715	
CHL	HUR	TOT	PC_LF	M	2020-02	8.200246	
CHL	HUR	TOT	PC_LF	M	2020-03	9.032174	
CHL	HUR	TOT	PC_LF	M	2020-04	10.88315	
CHL	HUR	TOT	PC_LF	M	2020-05	11.76417	
CHL	HUR	TOT	PC_LF	M	2020-06	12.42864	
CHL	HUR	TOT	PC_LF	M	2020-07	12.36145	
CHL	HUR	TOT	PC_LF	M	2020-08	12.0037	
CHL	HUR	TOT	PC_LF	M	2020-09	11.5377	
CHL	HUR	TOT	PC_LF	M	2020-10	11.21	
CHL	HUR	TOT	PC_LF	M	2020-11	11.0664	
CHL	HUR	TOT	PC_LF	M	2020-12	10.81276	
CHL	HUR	TOT	PC_LF	M	2021-01	10.71045	
CHL	HUR	TOT	PC_LF	M	2021-02	10.39233	
CHL	HUR	TOT	PC_LF	M	2021-03	10.29885	
CHL	HUR	TOT	PC_LF	M	2021-04	9.749037	
CHL	HUR	TOT	PC_LF	M	2021-05	9.150419	
CHL	HUR	TOT	PC_LF	M	2021-06	8.48423	
CHL	HUR	TOT	PC_LF	M	2021-07	8.198983	
CHL	HUR	TOT	PC_LF	M	2021-08	8.180911	
CHL	HUR	TOT	PC_LF	M	2021-09	8.05976	
CHL	HUR	TOT	PC_LF	M	2021-10	7.860769	
CHL	HUR	TOT	PC_LF	M	2021-11	7.75983	
EST	HUR	TOT	PC_LF	M	2019-12	4.7	
EST	HUR	TOT	PC_LF	M	2020-01	5.2	
EST	HUR	TOT	PC_LF	M	2020-02	5.2	
EST	HUR	TOT	PC_LF	M	2020-03	5.3	
EST	HUR	TOT	PC_LF	M	2020-04	6	
EST	HUR	TOT	PC_LF	M	2020-05	7	
EST	HUR	TOT	PC_LF	M	2020-06	8	
EST	HUR	TOT	PC_LF	M	2020-07	7.7	
EST	HUR	TOT	PC_LF	M	2020-08	7.7	
EST	HUR	TOT	PC_LF	M	2020-09	7.6	
EST	HUR	TOT	PC_LF	M	2020-10	7.8	
EST	HUR	TOT	PC_LF	M	2020-11	7.7	
EST	HUR	TOT	PC_LF	M	2020-12	7.2	
EST	HUR	TOT	PC_LF	M	2021-01	7.3	
EST	HUR	TOT	PC_LF	M	2021-02	6.9	
EST	HUR	TOT	PC_LF	M	2021-03	6.7	
EST	HUR	TOT	PC_LF	M	2021-04	6.6	
EST	HUR	TOT	PC_LF	M	2021-05	6.8	
EST	HUR	TOT	PC_LF	M	2021-06	6.5	
EST	HUR	TOT	PC_LF	M	2021-07	6.2	
EST	HUR	TOT	PC_LF	M	2021-08	5.8	
EST	HUR	TOT	PC_LF	M	2021-09	5.6	
EST	HUR	TOT	PC_LF	M	2021-10	5.2	
EST	HUR	TOT	PC_LF	M	2021-11	5.3	
EST	HUR	TOT	PC_LF	M	2021-12	5.2	
ISR	HUR	TOT	PC_LF	M	2019-12	3.70677	
ISR	HUR	TOT	PC_LF	M	2020-01	3.741309	
ISR	HUR	TOT	PC_LF	M	2020-02	3.40865	
ISR	HUR	TOT	PC_LF	M	2020-03	3.548455	
ISR	HUR	TOT	PC_LF	M	2020-04	3.603262	
ISR	HUR	TOT	PC_LF	M	2020-05	4.201593	
ISR	HUR	TOT	PC_LF	M	2020-06	4.565279	
ISR	HUR	TOT	PC_LF	M	2020-07	4.69406	
ISR	HUR	TOT	PC_LF	M	2020-08	4.795041	
ISR	HUR	TOT	PC_LF	M	2020-09	4.546892	
ISR	HUR	TOT	PC_LF	M	2020-10	4.654986	
ISR	HUR	TOT	PC_LF	M	2020-11	4.874448	
ISR	HUR	TOT	PC_LF	M	2020-12	4.986938	
ISR	HUR	TOT	PC_LF	M	2021-01	4.609006	
ISR	HUR	TOT	PC_LF	M	2021-02	5.231731	
ISR	HUR	TOT	PC_LF	M	2021-03	5.482666	
ISR	HUR	TOT	PC_LF	M	2021-04	5.338466	
ISR	HUR	TOT	PC_LF	M	2021-05	5.445731	
ISR	HUR	TOT	PC_LF	M	2021-06	5.092232	
ISR	HUR	TOT	PC_LF	M	2021-07	4.898877	
ISR	HUR	TOT	PC_LF	M	2021-08	4.943744	
ISR	HUR	TOT	PC_LF	M	2021-09	5.010241	
ISR	HUR	TOT	PC_LF	M	2021-10	4.824667	
ISR	HUR	TOT	PC_LF	M	2021-11	4.422648	
ISR	HUR	TOT	PC_LF	M	2021-12	4.264764	
SVN	HUR	TOT	PC_LF	M	2019-12	4	
SVN	HUR	TOT	PC_LF	M	2020-01	4.1	
SVN	HUR	TOT	PC_LF	M	2020-02	4.2	
SVN	HUR	TOT	PC_LF	M	2020-03	4.4	
SVN	HUR	TOT	PC_LF	M	2020-04	5.2	
SVN	HUR	TOT	PC_LF	M	2020-05	5.4	
SVN	HUR	TOT	PC_LF	M	2020-06	5.4	
SVN	HUR	TOT	PC_LF	M	2020-07	5.2	
SVN	HUR	TOT	PC_LF	M	2020-08	5.2	
SVN	HUR	TOT	PC_LF	M	2020-09	5.1	
SVN	HUR	TOT	PC_LF	M	2020-10	5.1	
SVN	HUR	TOT	PC_LF	M	2020-11	5.3	
SVN	HUR	TOT	PC_LF	M	2020-12	5.3	
SVN	HUR	TOT	PC_LF	M	2021-01	5.4	
SVN	HUR	TOT	PC_LF	M	2021-02	5.3	
SVN	HUR	TOT	PC_LF	M	2021-03	5	
SVN	HUR	TOT	PC_LF	M	2021-04	4.7	
SVN	HUR	TOT	PC_LF	M	2021-05	4.5	
SVN	HUR	TOT	PC_LF	M	2021-06	4.4	
SVN	HUR	TOT	PC_LF	M	2021-07	4.5	
SVN	HUR	TOT	PC_LF	M	2021-08	4.6	
SVN	HUR	TOT	PC_LF	M	2021-09	4.6	
SVN	HUR	TOT	PC_LF	M	2021-10	4.7	
SVN	HUR	TOT	PC_LF	M	2021-11	4.8	
SVN	HUR	TOT	PC_LF	M	2021-12	4.6	
OECD	HUR	TOT	PC_LF	M	2019-12	5.31692	E
OECD	HUR	TOT	PC_LF	M	2020-01	5.384266	E
OECD	HUR	TOT	PC_LF	M	2020-02	5.304635	E
OECD	HUR	TOT	PC_LF	M	2020-03	5.601364	E
OECD	HUR	TOT	PC_LF	M	2020-04	8.77831	E
OECD	HUR	TOT	PC_LF	M	2020-05	8.627194	E
OECD	HUR	TOT	PC_LF	M	2020-06	8.281718	E
OECD	HUR	TOT	PC_LF	M	2020-07	8.157091	E
OECD	HUR	TOT	PC_LF	M	2020-08	7.579337	E
OECD	HUR	TOT	PC_LF	M	2020-09	7.397134	E
OECD	HUR	TOT	PC_LF	M	2020-10	7.119826	E
OECD	HUR	TOT	PC_LF	M	2020-11	6.957213	E
OECD	HUR	TOT	PC_LF	M	2020-12	6.915699	E
OECD	HUR	TOT	PC_LF	M	2021-01	6.883452	E
OECD	HUR	TOT	PC_LF	M	2021-02	6.762364	E
OECD	HUR	TOT	PC_LF	M	2021-03	6.587384	E
OECD	HUR	TOT	PC_LF	M	2021-04	6.670521	E
OECD	HUR	TOT	PC_LF	M	2021-05	6.467648	E
OECD	HUR	TOT	PC_LF	M	2021-06	6.285612	E
OECD	HUR	TOT	PC_LF	M	2021-07	6.073858	E
OECD	HUR	TOT	PC_LF	M	2021-08	5.927618	E
OECD	HUR	TOT	PC_LF	M	2021-09	5.753938	E
OECD	HUR	TOT	PC_LF	M	2021-10	5.678314	E
OECD	HUR	TOT	PC_LF	M	2021-11	5.491945	E
OECD	HUR	TOT	PC_LF	M	2021-12	5.374865	E
G-7	HUR	TOT	PC_LF	M	2019-12	4.198163	E
G-7	HUR	TOT	PC_LF	M	2020-01	4.217169	E
G-7	HUR	TOT	PC_LF	M	2020-02	4.176214	E
G-7	HUR	TOT	PC_LF	M	2020-03	4.563828	E
G-7	HUR	TOT	PC_LF	M	2020-04	9.152949	E
G-7	HUR	TOT	PC_LF	M	2020-05	8.673733	E
G-7	HUR	TOT	PC_LF	M	2020-06	7.816007	E
G-7	HUR	TOT	PC_LF	M	2020-07	7.564371	E
G-7	HUR	TOT	PC_LF	M	2020-08	6.870991	E
G-7	HUR	TOT	PC_LF	M	2020-09	6.609487	E
G-7	HUR	TOT	PC_LF	M	2020-10	6.177911	E
G-7	HUR	TOT	PC_LF	M	2020-11	5.997701	E
G-7	HUR	TOT	PC_LF	M	2020-12	6.003135	E
G-7	HUR	TOT	PC_LF	M	2021-01	5.883975	E
G-7	HUR	TOT	PC_LF	M	2021-02	5.75891	E
G-7	HUR	TOT	PC_LF	M	2021-03	5.557964	E
G-7	HUR	TOT	PC_LF	M	2021-04	5.639382	E
G-7	HUR	TOT	PC_LF	M	2021-05	5.500295	E
G-7	HUR	TOT	PC_LF	M	2021-06	5.469728	E
G-7	HUR	TOT	PC_LF	M	2021-07	5.154238	E
G-7	HUR	TOT	PC_LF	M	2021-08	5.042152	E
G-7	HUR	TOT	PC_LF	M	2021-09	4.819509	E
G-7	HUR	TOT	PC_LF	M	2021-10	4.712972	E
G-7	HUR	TOT	PC_LF	M	2021-11	4.51009	E
G-7	HUR	TOT	PC_LF	M	2021-12	4.342466	E
EA19	HUR	TOT	PC_LF	M	2019-12	7.5	
EA19	HUR	TOT	PC_LF	M	2020-01	7.5	
EA19	HUR	TOT	PC_LF	M	2020-02	7.4	
EA19	HUR	TOT	PC_LF	M	2020-03	7.2	
EA19	HUR	TOT	PC_LF	M	2020-04	7.4	
EA19	HUR	TOT	PC_LF	M	2020-05	7.6	
EA19	HUR	TOT	PC_LF	M	2020-06	8	
EA19	HUR	TOT	PC_LF	M	2020-07	8.5	
EA19	HUR	TOT	PC_LF	M	2020-08	8.6	
EA19	HUR	TOT	PC_LF	M	2020-09	8.6	
EA19	HUR	TOT	PC_LF	M	2020-10	8.4	
EA19	HUR	TOT	PC_LF	M	2020-11	8.2	
EA19	HUR	TOT	PC_LF	M	2020-12	8.2	
EA19	HUR	TOT	PC_LF	M	2021-01	8.2	
EA19	HUR	TOT	PC_LF	M	2021-02	8.2	
EA19	HUR	TOT	PC_LF	M	2021-03	8.1	
EA19	HUR	TOT	PC_LF	M	2021-04	8.2	
EA19	HUR	TOT	PC_LF	M	2021-05	8	
EA19	HUR	TOT	PC_LF	M	2021-06	7.9	
EA19	HUR	TOT	PC_LF	M	2021-07	7.7	
EA19	HUR	TOT	PC_LF	M	2021-08	7.5	
EA19	HUR	TOT	PC_LF	M	2021-09	7.4	
EA19	HUR	TOT	PC_LF	M	2021-10	7.3	
EA19	HUR	TOT	PC_LF	M	2021-11	7.1	
EA19	HUR	TOT	PC_LF	M	2021-12	7	
LVA	HUR	TOT	PC_LF	M	2019-12	6.6	
LVA	HUR	TOT	PC_LF	M	2020-01	7.2	
LVA	HUR	TOT	PC_LF	M	2020-02	7.2	
LVA	HUR	TOT	PC_LF	M	2020-03	7.4	
LVA	HUR	TOT	PC_LF	M	2020-04	8.3	
LVA	HUR	TOT	PC_LF	M	2020-05	8.6	
LVA	HUR	TOT	PC_LF	M	2020-06	8.7	
LVA	HUR	TOT	PC_LF	M	2020-07	8.7	
LVA	HUR	TOT	PC_LF	M	2020-08	8.6	
LVA	HUR	TOT	PC_LF	M	2020-09	8.4	
LVA	HUR	TOT	PC_LF	M	2020-10	8.2	
LVA	HUR	TOT	PC_LF	M	2020-11	8.1	
LVA	HUR	TOT	PC_LF	M	2020-12	7.9	
LVA	HUR	TOT	PC_LF	M	2021-01	7.7	
LVA	HUR	TOT	PC_LF	M	2021-02	7.7	
LVA	HUR	TOT	PC_LF	M	2021-03	7.6	
LVA	HUR	TOT	PC_LF	M	2021-04	7.7	
LVA	HUR	TOT	PC_LF	M	2021-05	7.8	
LVA	HUR	TOT	PC_LF	M	2021-06	8	
LVA	HUR	TOT	PC_LF	M	2021-07	7.7	
LVA	HUR	TOT	PC_LF	M	2021-08	7.4	
LVA	HUR	TOT	PC_LF	M	2021-09	7	
LVA	HUR	TOT	PC_LF	M	2021-10	7	
LVA	HUR	TOT	PC_LF	M	2021-11	7.3	
LVA	HUR	TOT	PC_LF	M	2021-12	7.5	
LTU	HUR	TOT	PC_LF	M	2019-12	6.6	
LTU	HUR	TOT	PC_LF	M	2020-01	6.2	
LTU	HUR	TOT	PC_LF	M	2020-02	6.7	
LTU	HUR	TOT	PC_LF	M	2020-03	7.2	
LTU	HUR	TOT	PC_LF	M	2020-04	7.9	
LTU	HUR	TOT	PC_LF	M	2020-05	8.6	
LTU	HUR	TOT	PC_LF	M	2020-06	9.1	
LTU	HUR	TOT	PC_LF	M	2020-07	9.4	
LTU	HUR	TOT	PC_LF	M	2020-08	9.8	
LTU	HUR	TOT	PC_LF	M	2020-09	9.9	
LTU	HUR	TOT	PC_LF	M	2020-10	9.3	
LTU	HUR	TOT	PC_LF	M	2020-11	9.2	
LTU	HUR	TOT	PC_LF	M	2020-12	9.2	
LTU	HUR	TOT	PC_LF	M	2021-01	7.4	
LTU	HUR	TOT	PC_LF	M	2021-02	6.8	
LTU	HUR	TOT	PC_LF	M	2021-03	6.5	
LTU	HUR	TOT	PC_LF	M	2021-04	7.2	
LTU	HUR	TOT	PC_LF	M	2021-05	7.7	
LTU	HUR	TOT	PC_LF	M	2021-06	7.8	
LTU	HUR	TOT	PC_LF	M	2021-07	7.3	
LTU	HUR	TOT	PC_LF	M	2021-08	7	
LTU	HUR	TOT	PC_LF	M	2021-09	6.7	
LTU	HUR	TOT	PC_LF	M	2021-10	6.5	
LTU	HUR	TOT	PC_LF	M	2021-11	6	
LTU	HUR	TOT	PC_LF	M	2021-12	5.6	
COL	HUR	TOT	PC_LF	M	2019-12	10.76441	
COL	HUR	TOT	PC_LF	M	2020-01	11.06558	
COL	HUR	TOT	PC_LF	M	2020-02	11.33739	
COL	HUR	TOT	PC_LF	M	2020-03	12.65993	
COL	HUR	TOT	PC_LF	M	2020-04	18.39224	
COL	HUR	TOT	PC_LF	M	2020-05	19.63786	
COL	HUR	TOT	PC_LF	M	2020-06	19.49061	
COL	HUR	TOT	PC_LF	M	2020-07	18.87553	
COL	HUR	TOT	PC_LF	M	2020-08	17.19082	
COL	HUR	TOT	PC_LF	M	2020-09	16.6774	
COL	HUR	TOT	PC_LF	M	2020-10	16.4383	
COL	HUR	TOT	PC_LF	M	2020-11	15.79442	
COL	HUR	TOT	PC_LF	M	2020-12	15.2235	
COL	HUR	TOT	PC_LF	M	2021-01	14.86108	
COL	HUR	TOT	PC_LF	M	2021-02	14.98882	
COL	HUR	TOT	PC_LF	M	2021-03	14.35075	
COL	HUR	TOT	PC_LF	M	2021-04	14.09215	
COL	HUR	TOT	PC_LF	M	2021-05	14.39372	
COL	HUR	TOT	PC_LF	M	2021-06	14.24098	
COL	HUR	TOT	PC_LF	M	2021-07	13.4282	
COL	HUR	TOT	PC_LF	M	2021-08	12.81402	
COL	HUR	TOT	PC_LF	M	2021-09	12.97052	
COL	HUR	TOT	PC_LF	M	2021-10	13.36363	
COL	HUR	TOT	PC_LF	M	2021-11	12.98232	
COL	HUR	TOT	PC_LF	M	2021-12	12.63086	
EU27_2020	HUR	TOT	PC_LF	M	2019-12	6.7	
EU27_2020	HUR	TOT	PC_LF	M	2020-01	6.7	
EU27_2020	HUR	TOT	PC_LF	M	2020-02	6.6	
EU27_2020	HUR	TOT	PC_LF	M	2020-03	6.5	
EU27_2020	HUR	TOT	PC_LF	M	2020-04	6.7	
EU27_2020	HUR	TOT	PC_LF	M	2020-05	7	
EU27_2020	HUR	TOT	PC_LF	M	2020-06	7.4	
EU27_2020	HUR	TOT	PC_LF	M	2020-07	7.7	
EU27_2020	HUR	TOT	PC_LF	M	2020-08	7.8	
EU27_2020	HUR	TOT	PC_LF	M	2020-09	7.8	
EU27_2020	HUR	TOT	PC_LF	M	2020-10	7.6	
EU27_2020	HUR	TOT	PC_LF	M	2020-11	7.4	
EU27_2020	HUR	TOT	PC_LF	M	2020-12	7.5	
EU27_2020	HUR	TOT	PC_LF	M	2021-01	7.5	
EU27_2020	HUR	TOT	PC_LF	M	2021-02	7.5	
EU27_2020	HUR	TOT	PC_LF	M	2021-03	7.4	
EU27_2020	HUR	TOT	PC_LF	M	2021-04	7.5	
EU27_2020	HUR	TOT	PC_LF	M	2021-05	7.3	
EU27_2020	HUR	TOT	PC_LF	M	2021-06	7.1	
EU27_2020	HUR	TOT	PC_LF	M	2021-07	6.9	
EU27_2020	HUR	TOT	PC_LF	M	2021-08	6.9	
EU27_2020	HUR	TOT	PC_LF	M	2021-09	6.7	
EU27_2020	HUR	TOT	PC_LF	M	2021-10	6.6	
EU27_2020	HUR	TOT	PC_LF	M	2021-11	6.5	
EU27_2020	HUR	TOT	PC_LF	M	2021-12	6.4	
CRI	HUR	TOT	PC_LF	M	2019-12	12.3704	
CRI	HUR	TOT	PC_LF	M	2020-01	12.27495	
CRI	HUR	TOT	PC_LF	M	2020-02	12.52184	
CRI	HUR	TOT	PC_LF	M	2020-03	15.70129	
CRI	HUR	TOT	PC_LF	M	2020-04	20.03116	
CRI	HUR	TOT	PC_LF	M	2020-05	23.81541	
CRI	HUR	TOT	PC_LF	M	2020-06	24.20592	
CRI	HUR	TOT	PC_LF	M	2020-07	23.00119	
CRI	HUR	TOT	PC_LF	M	2020-08	21.86145	
CRI	HUR	TOT	PC_LF	M	2020-09	21.82861	
CRI	HUR	TOT	PC_LF	M	2020-10	21.32201	
CRI	HUR	TOT	PC_LF	M	2020-11	20.01788	
CRI	HUR	TOT	PC_LF	M	2020-12	19.14291	
CRI	HUR	TOT	PC_LF	M	2021-01	18.57435	
CRI	HUR	TOT	PC_LF	M	2021-02	18.76781	
CRI	HUR	TOT	PC_LF	M	2021-03	17.3308	
CRI	HUR	TOT	PC_LF	M	2021-04	17.70022	
CRI	HUR	TOT	PC_LF	M	2021-05	18.01385	
CRI	HUR	TOT	PC_LF	M	2021-06	17.42211	
CRI	HUR	TOT	PC_LF	M	2021-07	16.38313	
CRI	HUR	TOT	PC_LF	M	2021-08	15.31129	
CRI	HUR	TOT	PC_LF	M	2021-09	15.02083	
CRI	HUR	TOT	PC_LF	M	2021-10	14.42203	
